День недели,Месяц,Время суток,Праздничные дни,Класс обслуживания,Кол-во оставшихся билетов,Направление полета,Продолжительность полета,Авиакомпания,Тип воздушного судна,Температура воздуха,Осадки,Скорость ветра,Наличие мероприятий,Наличие местных праздников,Наличие праздников выходного дня,Кол-во бронирований,Кол-во проданных билетов,Кол-во пассажиров на борту,Средняя цена билета,Рейтинг авиакомпании,Рейтинг аэропорта
Friday,10,утро,True,бизнес,258,your,21,Weber Inc,oil,-4,Снег,25,True,False,False,122,45,26,862,5,1
Saturday,06,ночь,False,эконом,183,raise,8,Hunter-Johnson,various,-4,Солнечно,32,True,False,True,11,40,147,286,4,5
Tuesday,12,ночь,True,бизнес,26,responsibility,17,"Mitchell, Wells and Green",room,37,Дождь,13,True,True,True,97,185,196,537,1,2
Thursday,12,день,False,эконом,210,defense,7,Preston-Miller,serve,-13,Снег,43,True,False,False,85,12,102,117,3,1
Friday,09,вечер,False,бизнес,126,newspaper,16,"Chavez, Silva and Bradley",size,16,Облачно,16,False,True,True,42,63,87,253,3,4
Thursday,03,день,False,первый класс,131,similar,4,"Todd, Boyer and Kirby",feeling,37,Снег,22,False,False,False,150,164,84,428,2,3
Wednesday,03,вечер,False,бизнес,190,land,7,"Wright, Marsh and Gonzalez",range,2,Солнечно,49,True,True,False,118,182,59,647,5,3
Thursday,04,утро,True,первый класс,100,role,9,"Munoz, Watson and Johnson",research,20,Снег,42,False,False,True,134,75,151,587,1,2
Wednesday,04,утро,True,первый класс,54,positive,24,Armstrong PLC,study,-4,Снег,20,False,True,False,183,8,214,256,3,3
Wednesday,08,день,False,эконом,32,both,20,Thomas-Johnson,leave,-15,Солнечно,17,True,False,True,183,52,161,432,3,5
Friday,04,день,True,эконом,252,range,11,Gregory-Brown,person,-18,Солнечно,31,False,True,False,154,11,162,856,5,1
Friday,10,ночь,True,первый класс,148,society,16,Perez-Fowler,network,23,Снег,46,False,True,True,188,102,59,315,4,4
Tuesday,02,вечер,True,первый класс,289,protect,7,Rose-Ortiz,possible,-2,Снег,33,True,True,True,75,174,108,837,5,2
Saturday,11,утро,True,первый класс,244,law,8,Hardy Inc,six,10,Дождь,15,True,False,True,126,187,249,148,2,5
Monday,11,ночь,True,бизнес,263,how,18,Johnson Group,position,7,Снег,42,False,False,True,94,138,143,532,1,1
Friday,03,ночь,True,первый класс,208,president,10,"Owens, Werner and Scott",Republican,3,Снег,4,False,True,False,151,138,180,970,4,5
Saturday,04,день,True,бизнес,171,month,12,Cohen-Fuller,today,34,Снег,7,False,True,False,167,81,296,934,2,3
Tuesday,06,ночь,True,эконом,96,door,15,"Hicks, Fisher and Perez",seven,15,Снег,21,False,False,True,80,129,31,550,2,4
Thursday,08,вечер,False,первый класс,28,plant,2,Hunt Ltd,scientist,40,Солнечно,9,False,True,False,37,193,146,147,3,2
Monday,10,день,False,первый класс,269,prevent,13,Wilcox and Sons,page,-1,Снег,11,False,False,True,163,167,189,511,1,5
Tuesday,05,день,True,бизнес,143,most,24,Baker-Andrews,choose,40,Дождь,20,True,False,True,1,66,181,693,3,5
Saturday,02,ночь,True,бизнес,85,baby,23,Hernandez Ltd,authority,18,Дождь,9,False,False,True,137,164,211,106,1,5
Saturday,01,день,False,первый класс,196,need,1,"Walker, Reynolds and Russell",time,37,Снег,9,False,True,False,116,138,11,497,1,3
Friday,04,день,True,бизнес,75,animal,15,Harper Group,next,-4,Снег,29,False,True,False,144,171,235,360,2,3
Friday,07,день,True,бизнес,242,forget,22,Andrews PLC,long,9,Облачно,17,False,False,False,158,70,12,147,4,5
Tuesday,06,вечер,False,эконом,29,its,2,"Bradford, Hart and Hurst",team,14,Солнечно,6,True,True,True,144,29,37,287,2,5
Saturday,05,день,False,эконом,75,face,11,Simmons-Thornton,east,-3,Солнечно,3,True,True,True,76,134,263,362,4,2
Monday,04,утро,False,эконом,66,research,12,Johnston PLC,form,-13,Дождь,49,False,False,False,88,3,87,173,1,1
Friday,12,вечер,True,первый класс,183,low,7,Marshall-Wiley,behavior,13,Солнечно,9,True,False,True,1,167,210,281,1,3
Thursday,11,день,False,первый класс,236,serve,21,Jackson-Simmons,fine,-2,Дождь,43,False,True,False,114,15,143,263,5,2
Saturday,09,ночь,False,эконом,129,night,4,Franklin-Sullivan,way,-18,Дождь,50,True,False,True,149,56,145,243,2,5
Monday,10,день,True,бизнес,208,else,5,Copeland PLC,agency,22,Солнечно,49,True,False,True,152,163,214,254,4,3
Tuesday,11,день,False,эконом,54,continue,6,Fuentes-Keller,clearly,28,Солнечно,5,True,False,False,166,15,36,431,2,1
Monday,04,вечер,True,бизнес,4,deep,7,Harrington Ltd,total,35,Снег,43,False,False,False,92,19,270,885,5,3
Wednesday,05,утро,False,бизнес,73,need,12,Miller-Smith,industry,12,Снег,39,False,False,False,74,56,169,318,1,3
Saturday,01,вечер,False,первый класс,244,cell,16,"Thomas, Jones and Schroeder",happen,17,Снег,8,True,False,False,21,59,45,139,2,2
Tuesday,11,вечер,False,первый класс,295,site,16,Warner-Riley,task,31,Облачно,13,True,True,True,37,90,104,127,3,1
Wednesday,08,утро,False,бизнес,296,down,16,"Nichols, Mckinney and Ruiz",just,-18,Снег,23,False,True,True,46,73,214,971,5,5
Tuesday,05,вечер,False,первый класс,36,ask,15,Martinez Inc,matter,0,Дождь,11,True,True,True,47,81,278,393,1,1
Sunday,06,ночь,False,эконом,21,financial,5,Johnson and Sons,cultural,14,Снег,48,False,True,False,86,134,139,815,2,2
Wednesday,02,ночь,True,бизнес,211,history,4,Juarez-Nunez,use,38,Снег,36,False,True,False,105,169,280,173,3,1
Monday,08,ночь,False,первый класс,59,theory,4,"Evans, Schwartz and Gordon",while,-18,Солнечно,35,False,True,False,47,194,269,146,5,4
Monday,03,вечер,False,первый класс,131,what,12,Perry-Donaldson,charge,32,Облачно,38,False,True,False,67,160,14,314,5,5
Thursday,11,день,False,первый класс,37,measure,4,Carlson Group,before,2,Солнечно,11,True,True,False,133,101,185,921,4,1
Wednesday,03,вечер,False,эконом,120,such,15,Walker and Sons,whose,-3,Солнечно,40,True,True,False,34,117,210,165,4,2
Tuesday,05,ночь,False,бизнес,250,author,14,"Perry, Gilbert and Hall",somebody,-14,Снег,20,True,False,False,22,190,138,842,2,1
Thursday,07,утро,True,бизнес,246,big,6,Mercado and Sons,carry,12,Дождь,21,True,True,True,128,37,114,199,1,5
Tuesday,01,утро,False,первый класс,19,spend,21,Andrews Group,man,27,Облачно,18,False,False,False,14,120,158,301,2,2
Friday,10,ночь,False,первый класс,36,difference,2,"Miller, Mccullough and Powers",health,-2,Дождь,45,False,True,False,49,103,224,786,3,4
Monday,03,день,False,бизнес,13,organization,8,"Castro, Berry and Smith",debate,-9,Дождь,46,True,False,False,137,49,14,657,2,4
Friday,04,вечер,False,бизнес,188,strategy,16,Harmon Group,dream,-18,Солнечно,15,True,False,False,178,185,94,251,2,5
Saturday,01,вечер,False,первый класс,109,weight,24,"Cunningham, Larsen and Brewer",worker,-3,Облачно,6,False,True,False,196,169,191,909,3,4
Thursday,09,утро,True,первый класс,231,run,6,Scott-Brooks,evening,8,Дождь,50,True,True,False,185,59,245,734,3,3
Thursday,06,вечер,True,первый класс,176,clear,12,Smith-Townsend,health,17,Солнечно,28,True,False,False,47,158,66,422,4,4
Friday,05,день,True,бизнес,170,choose,22,Shaffer-Molina,possible,-20,Снег,21,True,False,True,121,174,127,280,3,3
Monday,08,ночь,False,первый класс,67,five,8,"Bailey, Hodges and Harrell",present,-12,Снег,21,True,False,False,13,146,35,654,5,1
Sunday,12,утро,False,первый класс,122,business,10,Perez LLC,phone,30,Солнечно,11,False,False,True,140,105,59,181,1,4
Friday,02,утро,True,бизнес,289,ago,1,Brown Inc,computer,23,Дождь,26,False,False,True,125,164,35,569,4,3
Friday,05,ночь,True,бизнес,173,watch,23,"Henry, Cook and Patterson",open,29,Дождь,2,True,False,True,51,167,116,577,2,4
Tuesday,12,ночь,False,бизнес,226,business,17,"Perez, Morales and Jefferson",score,25,Солнечно,36,False,True,False,163,0,294,890,4,2
Saturday,05,ночь,False,первый класс,243,age,24,"Whitaker, Brown and Thomas",forward,12,Снег,18,False,False,False,160,175,104,428,5,4
Monday,02,ночь,False,бизнес,208,sure,20,"Summers, Huerta and Webb",woman,-2,Солнечно,6,True,True,False,142,79,295,534,5,5
Wednesday,05,день,False,бизнес,155,stand,23,Burke-Johnson,yet,14,Облачно,20,True,True,True,110,173,167,414,2,5
Thursday,06,утро,True,первый класс,204,research,12,"Smith, Stone and Martinez",amount,-14,Солнечно,1,True,True,False,106,79,89,511,5,5
Wednesday,07,вечер,False,первый класс,296,themselves,2,"Murphy, Steele and Barrett",far,35,Облачно,33,True,False,True,39,88,140,604,3,2
Thursday,06,день,True,бизнес,243,may,7,Williams Ltd,debate,39,Солнечно,48,True,True,False,49,165,212,838,1,3
Monday,08,вечер,True,первый класс,151,stuff,22,Harper LLC,without,-14,Облачно,36,True,True,True,153,65,84,859,4,2
Monday,04,ночь,False,первый класс,266,tax,1,Dorsey and Sons,interesting,-4,Облачно,11,False,True,False,39,183,3,566,1,2
Friday,01,утро,False,бизнес,276,better,4,Haynes-Shaw,laugh,-14,Солнечно,22,False,False,False,66,182,201,433,5,4
Tuesday,07,ночь,True,первый класс,238,boy,2,"Davis, Arnold and Lopez",explain,20,Снег,32,True,True,False,154,106,82,856,1,3
Friday,04,вечер,True,эконом,73,speech,12,Lee-Moyer,market,-13,Солнечно,14,True,False,True,107,59,39,550,3,5
Monday,09,ночь,False,бизнес,77,recent,16,Hall-Rose,military,-10,Облачно,6,True,True,True,113,130,176,201,3,3
Sunday,04,вечер,False,первый класс,105,executive,6,Phillips-Yu,five,7,Дождь,3,False,True,False,141,79,252,571,2,2
Wednesday,07,ночь,True,эконом,241,pressure,12,"Cruz, Valencia and Banks",entire,0,Дождь,35,False,True,True,184,72,167,534,3,5
Friday,07,вечер,True,эконом,39,certain,12,Mendez Group,nor,-3,Снег,21,False,False,False,195,116,274,763,5,3
Thursday,11,вечер,True,эконом,130,son,19,Villegas-Garcia,president,-16,Снег,30,False,False,True,88,64,260,756,4,4
Saturday,11,ночь,True,первый класс,207,trip,15,Stewart Ltd,mean,-14,Снег,8,False,True,False,182,120,210,878,1,2
Tuesday,06,ночь,True,эконом,270,argue,15,"Gray, Terry and Adams",point,2,Дождь,11,True,True,True,71,139,53,310,2,5
Tuesday,04,утро,True,первый класс,101,lead,5,"Mcguire, Taylor and Parker",adult,-10,Дождь,15,False,False,False,51,18,114,766,2,4
Friday,05,ночь,True,бизнес,174,stuff,1,"Whitehead, Weaver and Harvey",instead,-1,Солнечно,5,False,True,False,124,7,94,395,1,1
Wednesday,09,вечер,False,первый класс,149,these,21,"Sexton, Johnson and Whitehead",bring,4,Снег,41,False,False,False,64,103,235,749,5,1
Thursday,04,ночь,False,эконом,272,sell,22,Dalton PLC,memory,-2,Облачно,11,True,True,True,130,51,0,324,2,2
Saturday,10,день,False,бизнес,97,security,22,"Rocha, Gonzalez and Bowers",PM,30,Облачно,2,False,True,False,165,109,194,282,3,1
Friday,10,утро,False,эконом,227,send,7,Brooks-Davis,table,-10,Облачно,44,True,True,False,80,179,290,235,4,1
Saturday,10,ночь,True,эконом,41,large,23,"Frank, Perry and Miller",address,-9,Облачно,39,False,False,True,79,51,16,739,2,4
Wednesday,02,день,False,первый класс,14,none,7,Carter Group,else,-4,Солнечно,27,True,False,True,75,55,92,852,5,3
Monday,09,ночь,True,бизнес,52,but,15,"Schroeder, Gill and Torres",wait,28,Снег,16,True,True,False,5,74,53,365,1,2
Wednesday,03,ночь,True,первый класс,250,above,6,Moore Group,card,0,Солнечно,34,True,True,True,156,76,91,760,2,3
Thursday,05,вечер,False,эконом,245,finish,12,Frazier Group,science,-18,Солнечно,22,True,False,False,177,91,60,651,4,2
Monday,08,вечер,True,первый класс,114,answer,12,Martin-Valenzuela,level,10,Солнечно,17,True,False,False,80,169,167,523,2,5
Thursday,09,день,True,эконом,209,yet,5,"Turner, Santiago and Lewis",majority,3,Солнечно,32,True,True,False,73,199,140,789,5,3
Wednesday,03,ночь,True,бизнес,129,question,2,Kemp Ltd,tend,-10,Дождь,19,True,False,True,180,29,223,937,5,5
Tuesday,07,утро,False,первый класс,65,yard,6,Townsend LLC,sound,-17,Дождь,47,True,False,False,17,195,251,860,1,2
Thursday,06,утро,False,первый класс,206,pay,15,"Martinez, Wright and Russell",fact,-17,Снег,11,True,False,False,111,95,33,647,2,5
Friday,10,день,False,первый класс,2,vote,15,"Ward, Reynolds and Jackson",both,2,Дождь,38,True,True,False,36,183,279,934,5,1
Friday,09,вечер,False,бизнес,38,give,22,Green Ltd,member,9,Солнечно,32,False,True,False,98,148,161,602,4,5
Wednesday,10,ночь,True,эконом,289,guess,8,"Estrada, Murphy and Lee",begin,36,Облачно,15,False,True,True,15,131,20,160,2,4
Friday,03,утро,False,первый класс,292,century,20,Garcia-Smith,until,-14,Облачно,41,False,False,True,0,84,42,590,1,3
Thursday,03,день,False,эконом,122,care,11,Davenport Inc,specific,-11,Дождь,26,True,True,True,172,33,212,227,3,5
Friday,12,день,False,эконом,55,court,3,Patel-Smith,size,11,Солнечно,45,True,False,False,160,81,148,508,5,3
Thursday,05,вечер,True,бизнес,44,they,11,"Mack, Hunter and Ray",degree,30,Облачно,30,False,True,False,68,194,65,151,5,5
Tuesday,08,утро,True,первый класс,162,form,18,Weiss LLC,create,40,Дождь,31,False,False,True,176,66,24,824,1,3
Saturday,12,утро,False,эконом,207,low,16,Barron-Stone,film,33,Облачно,28,True,False,True,162,179,297,144,1,4
Wednesday,11,вечер,True,эконом,109,wind,3,Green-Ho,sound,-15,Снег,27,False,True,True,152,64,194,745,2,1
Monday,03,вечер,False,первый класс,17,choose,9,Gomez-Rodriguez,behavior,-17,Дождь,30,False,True,True,27,0,79,502,2,4
Thursday,06,день,False,бизнес,119,contain,8,Mueller-Watson,lead,-10,Снег,39,True,True,True,195,145,282,862,5,4
Thursday,12,день,True,бизнес,128,degree,8,Williams-Ellison,college,17,Дождь,6,True,False,True,25,161,265,948,3,4
Tuesday,11,утро,False,бизнес,294,structure,17,"Adams, Anderson and Garcia",quite,6,Облачно,27,True,False,False,68,127,173,743,5,4
Sunday,01,утро,True,эконом,12,side,21,Lee-Mason,land,11,Солнечно,34,True,False,False,120,14,226,926,1,2
Saturday,03,ночь,True,бизнес,114,nice,8,"Martin, Fields and Rodriguez",laugh,25,Солнечно,42,False,True,False,146,45,158,560,4,2
Wednesday,05,день,True,первый класс,122,trouble,18,"Rogers, Baker and Davis",lot,8,Дождь,50,False,True,True,98,194,177,576,4,1
Friday,12,день,True,бизнес,248,prepare,23,Miller-Williams,maybe,1,Дождь,45,True,False,True,188,199,300,168,2,1
Wednesday,04,ночь,True,первый класс,198,hand,10,"Keller, Berger and Melendez",economic,37,Дождь,26,False,False,False,98,178,238,847,3,1
Wednesday,03,вечер,True,эконом,250,career,5,"Guzman, Ortega and Waller",court,34,Дождь,29,False,False,False,131,84,141,509,4,3
Saturday,04,день,False,эконом,142,resource,23,Lowe Ltd,character,23,Облачно,18,False,False,False,187,168,126,284,5,2
Friday,01,вечер,True,бизнес,16,fund,9,Miller LLC,old,-9,Снег,48,True,False,True,131,90,238,438,4,1
Saturday,07,утро,True,эконом,68,course,14,"Coleman, Weber and Le",site,26,Солнечно,21,True,False,True,185,108,132,102,4,1
Sunday,02,день,False,бизнес,74,meeting,16,"Evans, Moore and Kelly",table,24,Облачно,41,False,True,True,49,124,63,474,2,3
Friday,10,день,False,эконом,32,unit,12,Carter-Rivas,effect,19,Облачно,47,False,False,True,155,23,202,753,1,1
Saturday,04,ночь,True,бизнес,133,lawyer,9,"Smith, Miranda and Burgess",give,36,Дождь,33,False,False,False,160,134,190,549,5,1
Monday,12,ночь,True,бизнес,277,hour,22,Holt Inc,reach,-6,Снег,14,False,True,True,20,170,231,712,1,5
Sunday,06,утро,False,бизнес,8,several,16,Munoz-Kerr,phone,30,Облачно,48,False,True,False,163,13,179,413,1,4
Saturday,05,утро,True,эконом,85,better,12,Morgan-Foster,whether,22,Облачно,33,True,False,False,99,74,266,807,3,5
Monday,10,ночь,False,бизнес,99,new,1,Montgomery Ltd,book,1,Снег,25,False,False,False,49,127,129,599,4,1
Friday,03,утро,True,эконом,86,far,13,Clark Inc,image,-17,Дождь,38,False,True,False,97,185,174,864,2,3
Thursday,11,вечер,True,эконом,61,turn,10,White PLC,best,19,Солнечно,34,True,False,True,123,127,298,710,5,1
Tuesday,02,ночь,True,первый класс,218,education,3,"Barrera, Long and Hughes",would,21,Облачно,1,True,False,False,1,4,50,479,1,2
Friday,05,ночь,False,эконом,10,represent,17,Little-White,especially,0,Снег,36,False,False,True,109,37,247,559,5,4
Friday,09,день,True,эконом,75,follow,9,Bradford-Gonzales,them,12,Облачно,49,True,False,True,86,118,82,877,1,4
Monday,01,утро,False,первый класс,82,simply,11,"Scott, Gonzales and Owens",cut,12,Солнечно,13,True,False,False,44,66,100,276,4,2
Tuesday,08,ночь,True,бизнес,188,himself,15,Watkins-Nguyen,reason,6,Дождь,28,False,True,True,13,53,202,941,1,4
Friday,09,утро,False,первый класс,15,southern,13,"Eaton, Ochoa and Morris",kind,-11,Дождь,5,False,True,False,80,161,119,809,2,4
Saturday,05,утро,True,бизнес,179,hit,3,Evans LLC,through,-10,Снег,35,False,True,True,142,196,206,537,2,2
Tuesday,04,утро,True,бизнес,188,sign,1,Griffin LLC,degree,32,Облачно,38,True,False,True,155,125,73,374,5,1
Wednesday,10,день,False,эконом,82,white,19,"Jones, Nelson and Gonzalez",everything,11,Облачно,50,True,False,False,194,175,32,483,2,5
Thursday,02,ночь,True,бизнес,149,agent,19,Howard Inc,significant,27,Облачно,23,True,False,False,152,118,73,925,4,1
Friday,07,утро,True,первый класс,118,road,13,"Richardson, Sharp and Crawford",special,5,Солнечно,29,True,True,True,133,11,230,478,4,2
Sunday,10,ночь,False,эконом,168,senior,5,"Curry, Baker and Vasquez",better,-3,Снег,24,True,False,False,137,42,75,370,3,4
Tuesday,06,день,True,бизнес,30,wind,15,Nielsen-Hays,interest,36,Солнечно,4,False,False,False,93,115,268,920,2,5
Tuesday,07,вечер,True,эконом,168,foreign,12,Arnold PLC,local,17,Дождь,1,False,True,True,178,121,289,227,5,4
Thursday,09,утро,False,эконом,240,information,22,"Luna, Wilson and Smith",enough,12,Облачно,50,True,True,True,5,162,93,749,1,2
Sunday,03,ночь,True,первый класс,113,wonder,5,"Patel, Greer and Caldwell",the,6,Дождь,24,True,False,False,129,166,239,782,3,4
Tuesday,09,вечер,True,эконом,20,it,10,Tucker-Russell,practice,1,Солнечно,38,True,False,True,103,113,147,582,3,1
Monday,05,утро,False,первый класс,258,task,23,Evans-Merritt,leader,-3,Снег,30,True,False,False,194,64,170,960,3,1
Thursday,12,ночь,False,эконом,113,do,17,"White, Richards and Brewer",receive,-19,Облачно,37,False,False,True,96,127,120,854,4,4
